Features	Class
cap-shape:convex cap-surface:fibrous cap-color:white bruises:bruises odor:anise gill-attachment:f gill-spacing:w gill-size:n gill-color:n stalk-shape:t stalk-root:b stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:v habitat:d	edible
cap-shape:flat cap-surface:smooth cap-color:white bruises:bruises odor:anise gill-attachment:f gill-spacing:w gill-size:n gill-color:w stalk-shape:t stalk-root:b stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:v habitat:d	edible
cap-shape:convex cap-surface:scaly cap-color:yellow bruises:bruises odor:anise gill-attachment:f gill-spacing:c gill-size:b gill-color:k stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:s habitat:m	edible
cap-shape:flat cap-surface:fibrous cap-color:yellow bruises:bruises odor:almond gill-attachment:f gill-spacing:w gill-size:n gill-color:w stalk-shape:t stalk-root:b stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:u population:v habitat:d	edible
cap-shape:convex cap-surface:smooth cap-color:white bruises:bruises odor:almond gill-attachment:f gill-spacing:c gill-size:b gill-color:w stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:k population:s habitat:g	edible
cap-shape:bell cap-surface:scaly cap-color:yellow bruises:bruises odor:almond gill-attachment:f gill-spacing:c gill-size:b gill-color:n stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:k population:s habitat:m	edible
cap-shape:convex cap-surface:scaly cap-color:brown bruises:bruises odor:anise gill-attachment:f gill-spacing:c gill-size:b gill-color:p stalk-shape:e stalk-root:r stalk-surface-above-ring:s stalk-surface-below-ring:y stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:s habitat:p	edible
cap-shape:bell cap-surface:scaly cap-color:white bruises:bruises odor:anise gill-attachment:f gill-spacing:c gill-size:b gill-color:k stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:k population:n habitat:g	edible
cap-shape:convex cap-surface:smooth cap-color:yellow bruises:bruises odor:almond gill-attachment:f gill-spacing:c gill-size:b gill-color:n stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:s habitat:m	edible
cap-shape:convex cap-surface:scaly cap-color:brown bruises:bruises odor:pungent gill-attachment:f gill-spacing:c gill-size:n gill-color:n stalk-shape:e stalk-root:e stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:v habitat:u	poisonous
cap-shape:bell cap-surface:smooth cap-color:yellow bruises:bruises odor:anise gill-attachment:f gill-spacing:c gill-size:b gill-color:w stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:k population:n habitat:g	edible
cap-shape:bell cap-surface:scaly cap-color:white bruises:bruises odor:almond gill-attachment:f gill-spacing:c gill-size:b gill-color:g stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:k population:n habitat:g	edible
cap-shape:convex cap-surface:scaly cap-color:brown bruises:bruises odor:pungent gill-attachment:f gill-spacing:c gill-size:n gill-color:w stalk-shape:e stalk-root:e stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:k population:v habitat:u	poisonous
cap-shape:bell cap-surface:smooth cap-color:white bruises:bruises odor:anise gill-attachment:f gill-spacing:c gill-size:b gill-color:n stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:k population:s habitat:m	edible
cap-shape:bell cap-surface:scaly cap-color:yellow bruises:bruises odor:anise gill-attachment:f gill-spacing:c gill-size:b gill-color:w stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:n habitat:m	edible
cap-shape:bell cap-surface:scaly cap-color:yellow bruises:bruises odor:almond gill-attachment:f gill-spacing:c gill-size:b gill-color:n stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:k population:s habitat:g	edible
cap-shape:convex cap-surface:scaly cap-color:white bruises:bruises odor:anise gill-attachment:f gill-spacing:c gill-size:b gill-color:g stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:n habitat:g	edible
cap-shape:convex cap-surface:fibrous cap-color:brown bruises:bruises odor:none gill-attachment:f gill-spacing:c gill-size:b gill-color:p stalk-shape:t stalk-root:b stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:p stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:k population:y habitat:d	edible
cap-shape:convex cap-surface:scaly cap-color:brown bruises:bruises odor:almond gill-attachment:f gill-spacing:c gill-size:b gill-color:w stalk-shape:e stalk-root:r stalk-surface-above-ring:s stalk-surface-below-ring:y stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:k population:y habitat:g	edible
cap-shape:bell cap-surface:smooth cap-color:yellow bruises:bruises odor:anise gill-attachment:f gill-spacing:c gill-size:b gill-color:n stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:s habitat:g	edible
cap-shape:convex cap-surface:fibrous cap-color:gray bruises:no_bruises odor:none gill-attachment:f gill-spacing:c gill-size:n gill-color:g stalk-shape:e stalk-root:e stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:v habitat:u	edible
cap-shape:convex cap-surface:scaly cap-color:brown bruises:bruises odor:anise gill-attachment:f gill-spacing:c gill-size:b gill-color:n stalk-shape:e stalk-root:r stalk-surface-above-ring:s stalk-surface-below-ring:y stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:k population:y habitat:g	edible
cap-shape:convex cap-surface:smooth cap-color:white bruises:bruises odor:almond gill-attachment:f gill-spacing:c gill-size:b gill-color:k stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:s habitat:g	edible
cap-shape:bell cap-surface:scaly cap-color:white bruises:bruises odor:almond gill-attachment:f gill-spacing:c gill-size:b gill-color:n stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:k population:n habitat:g	edible
cap-shape:convex cap-surface:smooth cap-color:yellow bruises:bruises odor:almond gill-attachment:f gill-spacing:c gill-size:b gill-color:g stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:k population:s habitat:m	edible
cap-shape:flat cap-surface:fibrous cap-color:yellow bruises:bruises odor:almond gill-attachment:f gill-spacing:w gill-size:n gill-color:p stalk-shape:t stalk-root:b stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:v habitat:d	edible
cap-shape:bell cap-surface:scaly cap-color:yellow bruises:bruises odor:anise gill-attachment:f gill-spacing:c gill-size:b gill-color:g stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:s habitat:g	edible
cap-shape:convex cap-surface:fibrous cap-color:brown bruises:no_bruises odor:none gill-attachment:f gill-spacing:w gill-size:b gill-color:n stalk-shape:t stalk-root:e stalk-surface-above-ring:s stalk-surface-below-ring:f stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:e spore-print-color:n population:a habitat:g	edible
cap-shape:convex cap-surface:fibrous cap-color:yellow bruises:bruises odor:anise gill-attachment:f gill-spacing:w gill-size:n gill-color:n stalk-shape:t stalk-root:b stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:v habitat:d	edible
cap-shape:convex cap-surface:smooth cap-color:yellow bruises:bruises odor:almond gill-attachment:f gill-spacing:c gill-size:b gill-color:n stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:n habitat:m	edible
cap-shape:flat cap-surface:smooth cap-color:gray bruises:no_bruises odor:none gill-attachment:f gill-spacing:w gill-size:b gill-color:n stalk-shape:t stalk-root:e stalk-surface-above-ring:s stalk-surface-below-ring:f stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:e spore-print-color:k population:s habitat:g	edible
cap-shape:convex cap-surface:fibrous cap-color:brown bruises:no_bruises odor:none gill-attachment:f gill-spacing:c gill-size:n gill-color:g stalk-shape:e stalk-root:e stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:y habitat:u	edible
cap-shape:flat cap-surface:smooth cap-color:gray bruises:no_bruises odor:none gill-attachment:f gill-spacing:w gill-size:b gill-color:h stalk-shape:t stalk-root:e stalk-surface-above-ring:f stalk-surface-below-ring:f stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:e spore-print-color:n population:a habitat:g	edible
cap-shape:flat cap-surface:scaly cap-color:brown bruises:bruises odor:almond gill-attachment:f gill-spacing:c gill-size:b gill-color:p stalk-shape:e stalk-root:r stalk-surface-above-ring:s stalk-surface-below-ring:y stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:s habitat:p	edible
cap-shape:bell cap-surface:scaly cap-color:white bruises:bruises odor:almond gill-attachment:f gill-spacing:c gill-size:b gill-color:k stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:s habitat:g	edible
cap-shape:bell cap-surface:smooth cap-color:yellow bruises:bruises odor:almond gill-attachment:f gill-spacing:c gill-size:b gill-color:k stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:k population:s habitat:m	edible
cap-shape:convex cap-surface:scaly cap-color:yellow bruises:bruises odor:anise gill-attachment:f gill-spacing:c gill-size:b gill-color:w stalk-shape:e stalk-root:r stalk-surface-above-ring:s stalk-surface-below-ring:y stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:k population:s habitat:p	edible
cap-shape:sunken cap-surface:fibrous cap-color:gray bruises:no_bruises odor:none gill-attachment:f gill-spacing:c gill-size:n gill-color:g stalk-shape:e stalk-root:e stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:v habitat:u	edible
cap-shape:flat cap-surface:scaly cap-color:brown bruises:bruises odor:almond gill-attachment:f gill-spacing:c gill-size:b gill-color:p stalk-shape:e stalk-root:r stalk-surface-above-ring:s stalk-surface-below-ring:y stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:y habitat:p	edible
cap-shape:convex cap-surface:scaly cap-color:brown bruises:bruises odor:pungent gill-attachment:f gill-spacing:c gill-size:n gill-color:k stalk-shape:e stalk-root:e stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:k population:s habitat:u	poisonous
cap-shape:convex cap-surface:scaly cap-color:yellow bruises:bruises odor:almond gill-attachment:f gill-spacing:c gill-size:b gill-color:p stalk-shape:e stalk-root:r stalk-surface-above-ring:s stalk-surface-below-ring:y stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:y habitat:p	edible
cap-shape:convex cap-surface:scaly cap-color:yellow bruises:bruises odor:almond gill-attachment:f gill-spacing:c gill-size:b gill-color:w stalk-shape:e stalk-root:c stalk-surface-above-ring:s stalk-surface-below-ring:s stalk-color-above-ring:w stalk-color-below-ring:w veil-type:p veil-color:w ring-number:o ring-type:p spore-print-color:n population:s habitat:g	edible
